pmcid	year	count	title	pubmedid
PMC6956129	2019	38046	Characterization of Dendrolimus houi Lajonquiere (Lepidoptera: Lasiocampidae) Transcriptome across All Life Stages	31835398
PMC6947638	2019	32227	Absence of W Chromosome in Psychidae Moths and Implications for the Theory of Sex Chromosome Evolution in Lepidoptera	31817557
PMC6884542	2019	50035	Antennal transcriptome analyses and olfactory protein identification in an important wood-boring moth pest, Streltzoviella insularis (Lepidoptera: Cossidae)	31784624
PMC6930628	2019	38268	Dual Insecticidal Effects of Adenanthera pavonina Kunitz-Type Inhibitor on Plodia interpunctella is Mediated by Digestive Enzymes Inhibition and Chitin-Binding Properties	31795088
PMC6878700	2019	43578	Rice defense responses are induced upon leaf rolling by an insect herbivore	31767006
PMC6869320	2019	57487	Transcriptome analysis of the almond moth, Cadra cautella, female abdominal tissues and identification of reproduction control genes	31752675
PMC6864119	2019	33965	Knockdown of Methoprene-Tolerant Arrests Ovarian Development in the Sogatella furcifera (Hemiptera: Delphacidae)	31745557
PMC6877663	2019	159231	Relationship Between Performance of Carob Moth, Ectomyelois ceratoniae Zeller (Lepidoptera: Pyralidae) and Phytochemical Metabolites in Various Pomegranate Cultivars	31803071
PMC6863814	2019	49913	Transgenerational effects from single larval exposure to azadirachtin on life history and behavior traits of Drosophila melanogaster	31745147
PMC6921001	2019	34210	Recent Advances in Management by Pheromones of Thaumetopoea Moths in Urban Parks and Woodland Recreational Areas	31717252
PMC6921062	2019	72406	Advances and Challenges of Using the Sterile Insect Technique for the Management of Pest Lepidoptera	31731445
PMC6804910	2019	32239	Effect of 20-Hydroxyecdysone, a Phytoecdysteroid, on Development, Digestive, and Detoxification Enzyme Activities of Tribolium castaneum (Coleoptera: Tenebrionidae)	31639190
PMC6835396	2019	37413	Expansion of Imaginal Disc Growth Factor Gene Family in Diptera Reflects the Evolution of Novel Functions	31635152
PMC6836238	2019	34412	Insights into the Allergenic Potential of the Edible Yellow Mealworm (Tenebrio molitor)	31635354
PMC6835372	2019	32131	Ozone Effectiveness on Wheat Weevil Suppression: Preliminary Research	31635382
PMC6825022	2019	52113	Sperm morphology and count vary with fine-scale changes in local density in a wild lizard population	31624957
PMC7234108	2020	44543	Sperm allocation strategies in a sperm heteromorphic insect	32440289
PMC6864215	2019	43086	Prediction of survival ratios of Cadra cautella (Lepidoptera: Pyralidae) different life stages after treated with ultraviolet radiation in dates	31762596
PMC6829539	2019	37201	Genome-Wide Analysis of Carboxylesterases (COEs) in the Whitefly, Bemisia tabaci (Gennadius)	31600879
PMC6836213	2019	21761	Improving Stored Product Insect Pest Management: From Theory to Practice	31590315
PMC6835568	2019	55640	Sex Pheromone Aerosol Devices for Mating Disruption: Challenges for a Brighter Future	31547095
PMC6734225	2019	59613	Identification of critical factors that significantly affect the dose-response in mosquitoes irradiated as pupae	31500662
PMC6728347	2019	51718	Transcriptome and gene expression analysis of three developmental stages of the coffee berry borer, Hypothenemus hampei	31488852
PMC6724230	2019	56854	Identification of Halloween Genes and RNA Interference-Mediated Functional Characterization of a Halloween Gene shadow in Plutella xylostella	31555150
PMC6718515	2019	96549	Physiological Metabolic Responses of Ophraella communa to High Temperature Stress	31507435
PMC6780364	2019	41987	Emigration Effects Induced by Radio Frequency Treatment to Dates Infested by Carpophilus hemipterus	31461918
PMC6705780	2019	43651	Conspecifics, not pollen, reduce omnivore prey consumption	31437158
PMC6703094	2019	112545	Trans-generational Immune Priming in Invertebrates: Current Knowledge and Future Prospects	31475001
PMC6899768	2019	75741	Environmental degradation amplifies species' responses to temperature variation in a trophic interaction	31330040
PMC6761951	2019	110840	Multilayered Tuning of Dosage Compensation and Z-Chromosome Masculinization in the Wood White (Leptidea sinapis) Butterfly	31400207
PMC6688991	2019	54047	Dauer life stage of Caenorhabditis elegans induces elevated levels of defense against the parasite Serratia marcescens	31399616
PMC6723273	2019	124134	Tools in the Investigation of Volatile Semiochemicals on Insects: From Sampling to Statistical Analysis	31390759
PMC6863064	2019	83015	Role of host genetic diversity for susceptibility-to-infection in the evolution of virulence of a plant virus<xref ref-type="fn" rid="vez024-FM2">&#x2020;</xref>	31768264
PMC6916145	2019	26625	Maternal Stress Reduces the Susceptibility of Root-Knot Nematodes to Pasteuria Penetrans	
PMC6722994	2019	21402	Using Gamma Irradiated Galleria mellonella L. and Plodia interpunctella (H&#xFC;bner) Larvae to Optimize Mass Rearing of Parasitoid Habrobracon hebetor (Say) (Hymenoptera: Braconidae)	31349741
PMC6689943	2019	41948	Plant defenses interact with insect enteric bacteria by initiating a leaky gut syndrome	31332013
PMC6638262	2019	71918	Effect of Ephestia kuehniella (Lepidoptera: Pyralidae) Larval Diet on Egg Quality and Parasitism by Trichogramma brassicae (Hymenoptera: Trichogrammatidae)	31319420
PMC6635889	2019	89634	Considerations for Insect Learning in Integrated Pest Management	31313814
PMC6678557	2019	31454	N-Terminal (1&#x2192;3)-beta-d-Glucan Recognition Proteins from Insects Recognize the Difference in Ultra-Structures of (1&#x2192;3)-beta-d-Glucan	31315292
PMC6852653	2019	60381	Flowers respond to pollinator sound within minutes by increasing nectar sugar concentration	31286633
PMC6610926	2019	49291	Insulin signaling mediates previtellogenic development and enhances juvenile hormone-mediated vitellogenesis in a lepidopteran insect, Maruca vitrata	31277577
PMC6628874	2019	86941	Dosage Compensation throughout the Schistosoma mansoni Lifecycle: Specific Chromatin Landscape of the Z Chromosome	31273378
PMC6669607	2019	26493	Nucleocapsid Assembly of Baculoviruses	31266177
PMC6628421	2019	39581	Influence of the Rearing Host on Biological Parameters of Trichopria drosophilae, a Potential Biological Control Agent of Drosophila suzukii	31242634
PMC6852437	2019	87752	A molecular and genomic reference system for conifer defence against insects	31042808
PMC6713685	2019	55401	Differentiation of follicular epithelium in polytrophic ovaries of Pieris napi (Lepidoptera: Pieridae)-how far to Drosophila model	31134405
PMC6571962	2019	65953	Minimal Thermal Requirements for Development and Activity of Stored Product and Food Industry Pests (Acari, Coleoptera, Lepidoptera, Psocoptera, Diptera and Blattodea): A Review	31126156
PMC6529899	2019	17889	Bodyweight-Related Polyandry in the Tobacco Cutworm Moth Spodoptera litura (Lepidoptera: Noctuidae)	31115473
PMC6571956	2019	28884	Evaluation of Residual Efficacy of Pyrethrin + Methoprene Aerosol on Two Dermestids: Impact of Particle Size, Species, and Temperature	31108866
PMC6562688	2019	45719	Full-Length Multi-Barcoding: DNA Barcoding from Single Ingredient to Complex Mixtures	31067783
PMC6494874	2019	61579	Meta-analytic evidence that sexual selection improves population fitness	31043615
PMC6491604	2019	28058	Toxicity and cytopathology mediated by Bacillus thuringiensis in the midgut of Anticarsia gemmatalis (Lepidoptera: Noctuidae)	31040309
PMC6546386	2019	104887	Cross-sex genetic correlations for fitness and fitness components: Connecting theoretical predictions to empirical patterns	31171981
PMC6580268	2019	59081	Interactions between ecological factors in the developmental environment modulate pupal and adult traits in a polyphagous fly	31236225
PMC6571986	2019	36581	Thermal Death Kinetics of Cryptolestes pusillus (Schonherr), Rhyzopertha dominica (Fabricius), and Tribolium confusum (Jacquelin du Val) Using a Heating Block System	31027350
PMC6502372	2019	46735	Larval foraging decisions in competitive heterogeneous environments accommodate diets that support egg-to-adult development in a polyphagous fly	31183148
PMC6523411	2019	32884	Acoustic, Pitfall Trap, and Visual Surveys of Stored Product Insect Pests in Kenyan Warehouses	31013760
PMC6520744	2019	48638	Effects of a Covert Infection with Phthorimaea operculella granulovirus in Insect Populations of Phthorimaea operculella	30970670
PMC6523121	2019	58648	Influences of Stored Product Insect Movements on Integrated Pest Management Decisions	30959947
PMC6521256	2019	25553	Characterization of the RNA Transcription Profile of Bombyx mori Bidensovirus	30987230
PMC6476860	2019	41471	Multi-Functional Desaturases in Two Spodoptera Moths with &#x2206;11 and &#x2206;12 Desaturation Activities	30937603
PMC6523208	2019	65141	Using Long-term Capture Data to Predict Trogoderma variabile Ballion and Plodia interpunctella (H&#xFC;bner) Population Patterns	30935058
PMC6476774	2019	51648	Warming at the population level: Effects on age structure, density, and generation cycles	31031915
PMC6523939	2019	42703	Habrobracon hebetor and Pteromalus cerealellae as Tools in Post-Harvest Integrated Pest Management	30934697
PMC6468839	2019	59250	Sanitation Improves Stored Product Insect Pest Management	30884878
PMC6456005	2019	62828	Sex-Biased Gene Expression and Dosage Compensation on the Artemia franciscana Z-Chromosome	30865260
PMC6424052	2019	66301	Pyrosequencing Uncovers a Shift in Bacterial Communities Across Life Stages of Octodonta nipae (Coleoptera: Chrysomelidae)	30930872
PMC6422892	2019	32926	Role of Modified Atmosphere in Pest Control and Mechanism of Its Effect on Insects	30914968
PMC6405961	2019	51443	Modular structure, sequence diversification and appropriate nomenclature of seroins produced in the silk glands of Lepidoptera	30846749
PMC6399352	2019	36411	Identification and expression of candidate chemosensory receptors in the white-spotted flower chafer, Protaetia brevitarsis	30833589
PMC6397251	2019	48527	3-Dimensional characterization of cortical bone microdamage following placement of orthodontic microimplants using Optical Coherence Tomography	30824805
PMC6429109	2019	137557	Natural Products Containing 'Rare' Organophosphorus Functional Groups	30823503
PMC6399161	2019	300447	Prolonged Bat Call Exposure Induces a Broad Transcriptional Response in the Male Fall Armyworm (Spodoptera frugiperda; Lepidoptera: Noctuidae) Brain	30863292
PMC6380561	2019	50876	Optimization of irradiation dose to Aedes aegypti and Ae. albopictus in a sterile insect technique program	30779779
PMC6379967	2019	49788	Crowded developmental environment promotes adult sex-specific nutrient consumption in a polyphagous fly	30820236
PMC6398115	2019	33501	Increased Thioredoxin-1 Expression Promotes Cancer Progression and Predicts Poor Prognosis in Patients with Gastric Cancer	30911354
PMC6381048	2019	60233	Vgas: A Viral Genome Annotation System	30814982
PMC7261740	2019	368105	Lack of adverse effects in subchronic and chronic toxicity/carcinogenicity studies on the glyphosate-resistant genetically modified maize NK603 in Wistar Han RCC rats	30756133
PMC6368282	2019	48026	The complete genome sequence of an alphabaculovirus from Spodoptera exempta, an agricultural pest of major economic significance in Africa	30735528
PMC6409585	2019	25416	Efficacy of Combinations of Methoprene and Deltamethrin as Long-Term Commodity Protectants	30764548
PMC6409725	2019	28276	Comparative Proteomics of Peritrophic Matrix Provides an Insight into its Role in Cry1Ac Resistance of Cotton Bollworm Helicoverpa armigera	30717423
PMC6356667	2019	57786	Food Consumption Utilization, and Life History Parameters of Helicoverpa armigera (Lepidoptera: Noctuidae) Reared on Diets of Varying Protein Level	30715433
PMC6358154	2019	60035	Thermotolerant isolates of Beauveria bassiana as potential control agent of insect pest in subtropical climates	30707750
PMC6410086	2019	38449	New Method for Differentiation of Granuloviruses (Betabaculoviruses) Based on Real-Time Polymerase Chain Reaction (Real-Time PCR)	30699913
PMC6345059	2019	75603	Effects of adult temperature on gene expression in a butterfly: identifying pathways associated with thermal acclimation	30674272
PMC6358105	2019	90222	Artificial selection on storage protein 1 possibly contributes to increase of hatchability during silkworm domestication	30668559
PMC6367150	2019	79308	Recent progress on the interaction between insects and Bacillus thuringiensis crops	30967027
PMC6342094	2018	64335	Wolbachia infection can bias estimates of intralocus sexual conflict	30680117
PMC6302626	2018	41601	Insect Antennal Morphology: The Evolution of Diverse Solutions to Odorant Perception	30588211
PMC6303075	2018	128355	Sex-specific dominance reversal of genetic variation for fitness	30533008
PMC6289112	2018	20340	Comparative shotgun metagenomic data of the silkworm Bombyx mori gut microbiome	30532085
PMC7379726	2018	65421	Costs of weaponry: Unarmed males sire more offspring than armed males in a male-dimorphic mite	30422392
PMC6315781	2018	75057	Field and Laboratory Studies on the Ecology, Reproduction, and Adult Diapause of the Asian Comma Butterfly, Polygonia c-aureum L. (Lepidoptera: Nymphalidae)	30469492
PMC6240338	2018	51814	Characteristics of the complete mitochondrial genome of Suhpalacsa longialata (Neuroptera, Ascalaphidae) and its phylogenetic implications	30479895
PMC6238770	2018	50172	Toxicity of Melaleuca alternifolia essential oil to the mitochondrion and NAD+/NADH dehydrogenase in Tribolium confusum	30479882
PMC6315690	2018	74675	Aquatic versus Terrestrial Insects: Real or Presumed Differences in Population Dynamics?	30388810
PMC6303747	2018	81265	No support for the sexy-sperm hypothesis in the seed beetle: Sons of monandrous females fare better in post-copulatory competition	30598772
PMC6218854	2018	137545	Two Populations of Mites (Tyrophagus putrescentiae) Differ in Response to Feeding on Feces-Containing Diets	30425700
PMC6492093	2018	39700	A genotypic trade-off between constitutive resistance to viral infection and host growth rate	30298913
PMC6215134	2018	96030	Recent Developments in Food Packaging Based on Nanomaterials	30322162
PMC6316476	2018	24270	Effects of Low Pressure Treatment on the Mortality of Different Life Stages of Indianmeal moth (Plodia interpunctella) and the Quality of Dried Chinese Jujube	30301206
PMC6169936	2018	46743	Harman and norharman, metabolites of entomopathogenic fungus Conidiobolus coronatus (Entomopthorales), disorganize development of Galleria mellonella (Lepidoptera) and affect serotonin-regulating enzymes	30281642
PMC6200038	2018	19024	Isolation and Identification of Fungal Species from the Insect Pest Tribolium castaneum in Rice Processing Complexes in Korea	30369846
PMC6472669	2018	51561	The developmental environment modulates mating-induced aggression and fighting success in adult female Drosophila	31007331
PMC6158184	2018	58141	First insight into microbiome profile of fungivorous thrips Hoplothrips carpathicus (Insecta: Thysanoptera) at different developmental stages: molecular evidence of Wolbachia endosymbiosis	30258200
PMC6163268	2018	29780	Transcriptional Control of Honey Bee (Apis mellifera) Major Royal Jelly Proteins by 20-Hydroxyecdysone	30235865
PMC6139362	2018	83374	Prospective of Essential Oils of the Genus Mentha as Biopesticides: A Review	30250476
PMC6127624	2018	46282	Vertical Transmission of Wolbachia Is Associated With Host Vitellogenin in Laodelphax striatellus	30233514
PMC6194216	2018	70812	The effects of a bacterial challenge on reproductive success of fruit flies evolved under low or high sexual selection	30377505
PMC6117247	2018	106759	Odorant Receptors and Odorant-Binding Proteins as Insect Pest Control Targets: A Comparative Analysis	30197600
PMC6257210	2018	59258	Navigating infection risk during oviposition and cannibalistic foraging in a holometabolous insect	30510395
PMC6086085	2018	60811	Mate availability does not influence mating strategies in males of the sexually cannibalistic spider Argiope bruennichi	30123703
PMC6164243	2018	23721	Temperature Acclimation Ability by an Oceanic Sea Skater, Halobatesgermanus, Inhabiting the Tropical Pacific Ocean	30042355
PMC6145022	2018	31323	Sibling rivalry: Males with more brothers develop larger testes	30250695
PMC6047816	2018	60628	A plant diterpene counteracts juvenile hormone-mediated gene regulation during Drosophila melanogaster larval development	30011330
PMC6070883	2018	31230	Interaction between Insects, Toxins, and Bacteria: Have We Been Wrong So Far?	29986377
PMC6045682	2018	402944	Updated list of the insect parasitoids (<named-content content-type="class">Insecta, Hymenoptera) associated with Lobesiabotrana (Denis &amp; Schifferm&#xFC;ller, 1775) (Lepidoptera, Tortricidae) in Italy. 2. Hymenoptera, Ichneumonidae, <named-content content-type="subfamily">Anomaloninae and <named-content content-type="subfamily">Campopleginae	30018508
PMC6031678	2018	43652	Electrophysiological evidence of RML12 mosquito cell line towards neuronal differentiation by 20-hydroxyecdysdone	29973702
PMC6070784	2018	39272	Molecular Cloning and Effects of Tm14-3-3&#x3B6;-Silencing on Larval Survivability Against E. coli and C. albicans in Tenebrio molitor	29966317
PMC6023359	2018	50184	Transmission Success of Entomopathogenic Nematodes Used in Pest Control	29925806
PMC6030539	2018	46867	The evolution of juvenile susceptibility to infectious disease	29925619
PMC6007831	2018	56797	Toxic wavelength of blue light changes as insects grow	29920536
PMC6027210	2018	77713	Tissue Specificity and Dynamics of Sex-Biased Gene Expression in a Common Frog Population with Differentiated, Yet Homomorphic, Sex Chromosomes	29895802
PMC5992328	2018	20968	Cumulative oxygen consumption during development of two postharvest insect pests: Callosobruchus maculatus Fabricius and Plodia interpunctella H&#xFC;bner	29899580
PMC6288163	2018	86408	Evolutionary genetics of personality in the Trinidadian guppy II: sexual dimorphism and genotype-by-sex interactions	29795179
PMC5957398	2018	67158	CRISPR/Cas9 mediated high efficiency knockout of the eye color gene Vermillion in Helicoverpa zea (Boddie)	29771955
PMC6021594	2018	29054	Unique sex determination system in the silkworm, Bombyx mori: current status and beyond	29760316
PMC5949313	2018	97883	Sensory-Analytical Comparison of the Aroma of Different Horseradish Varieties (Armoracia rusticana)	29868555
PMC5945869	2018	52329	Involvement of Met and Kr-h1 in JH-Mediated Reproduction of Female Bactrocera dorsalis (Hendel)	29780329
PMC5921985	2018	55075	Consideration of methods for identifying mite allergens	29719717
PMC6099288	2018	53433	Nature, extent and ecological implications of night-time light from road vehicles	30147142
PMC6023381	2018	35688	Oxygen Consumption and Acoustic Activity of Adult Callosobruchus maculatus (F.) (Coleoptera: Chrysomelidae: Bruchinae) during Hermetic Storage	29677148
PMC5911385	2018	85848	Gene characteristics of the complete mitochondrial genomes of Paratoxodera polyacantha and Toxodera hauseri (Mantodea: Toxoderidae)	29686943
PMC6023371	2018	44809	Evaluating Penetration Ability of Plodia interpunctella (H&#xFC;bner) (Lepidoptera: Pyralidae) Larvae into Multilayer Polypropylene Packages	29669990
PMC5899202	2018	81482	The 38K-Mediated Specific Dephosphorylation of the Viral Core Protein P6.9 Plays an Important Role in the Nucleocapsid Assembly of Autographa californica Multiple Nucleopolyhedrovirus	29444944
PMC5937213	2018	40460	Characterizing the Mechanisms of Nonopsonic Uptake of Cryptococci by Macrophages	29643192
PMC6068372	2018	34857	Re-record and Spore Ultrastructure of Nosema melasomae Sidor &amp; Jodal 1986, a Microsporidian Pathogen of Crysomela populi (Coleoptera: Chrysomelidae)	30069208
PMC6023282	2018	31934	Tri-Trophic Impacts of Bt-Transgenic Maize on Parasitoid Size and Fluctuating Asymmetry in Native vs. Novel Host-Parasitoid Interactions in East Africa	29584706
PMC5870975	2018	74689	The first mitochondrial genomes for Pyralinae (Pyralidae) and Glaphyriinae (Crambidae), with phylogenetic implications of Pyraloidea	29584761
PMC5861404	2018	67671	Comparison of Life Table Parameters and Digestive Physiology of Rhyzopertha dominica (Coleoptera: Bostrichidae) Fed on Various Barley Cultivars	29718493
PMC5856757	2018	60709	Schizophyllum commune induced genotoxic and cytotoxic effects in Spodoptera litura	29549275
PMC5869527	2018	41423	A Novel Betabaculovirus Isolated from the Monocot Pest Mocis latipes (Lepidoptera: Noctuidae) and the Evolution of Multiple-Copy Genes	29547534
PMC5877672	2018	30815	Cytotoxic and Apoptotic Activity of the Novel Harmine Derivative ZC-14 in Sf9 Cells	29534494
PMC5839156	2018	52884	Survival, gene and metabolite responses of Litoria verreauxii alpina frogs to fungal disease chytridiomycosis	29509187
PMC5834628	2018	49984	Exposure of Insects to Radio-Frequency Electromagnetic Fields from 2 to 120&#x2009;GHz	29500425
PMC6032949	2018	68454	Molecular allergen profiling in horses by microarray reveals Fag e 2 from buckwheat as a frequent sensitizer	29350763
PMC5835231	2018	47838	Azadirachtin Affects the Growth of Spodoptera litura Fabricius by Inducing Apoptosis in Larval Midgut	29535638
PMC5826196	2018	44349	Behavioral, Morphological, and Gene Expression Changes Induced by 60Co-gamma Ray Irradiation in Bactrocera tau (Walker)	29515460
PMC5811969	2018	17444	Variability of phenolic and alkaloid content in different plant parts of Carissa edulis Vahl and Zanthoxylum chalybeum Engl.	29439737
PMC5808310	2018	43972	Antitumor activity of Chlorella sorokiniana and Scenedesmus sp. microalgae native of Nuevo Le&#xF3;n State, Mexico	29441241
PMC5806886	2018	68609	Conservation and lineage-specific rearrangements in the GOBP/PBP gene complex of distantly related ditrysian Lepidoptera	29425254
PMC5888968	2018	97965	When the Whole is Not Greater than the Sum of the Parts: A Critical Review of Laboratory Bioassay Effects Testing for Insecticidal Protein Interactions	29432611
PMC5794852	2018	46347	VOC emissions influence intra- and interspecific interactions among stored-product Coleoptera in paddy rice	29391446
PMC5838081	2018	63037	Life history changes in Trogoderma variabile and T. inclusum due to mating delay with implications for mating disruption as a management tactic	29531665
PMC5896731	2018	100482	Building a new research framework for social evolution: intralocus caste antagonism	29341390
PMC5755773	2018	197806	Identification of chemosensory genes from the antennal transcriptome of Indian meal moth Plodia interpunctella	29304134
